;AAPL;AMZN;GOOG;META;MSFT;NVDA
2024-11-05 00:00:00+00:00;221.12312418707376;185.06827976461847;168.8690019315838;537.2456132879064;422.56908792782497;122.86776693336621
2024-11-06 00:00:00+00:00;221.14989865832678;185.50435336012882;169.05634846424658;537.9348088226601;422.5051576062731;123.31790937680745
2024-11-07 00:00:00+00:00;221.27029662009335;185.99040582926997;169.31820292593073;538.9994663154199;422.5462463499143;123.82388643818872
2024-11-08 00:00:00+00:00;221.38296414670273;186.42980358860683;169.52695139492917;539.9963090983912;422.529408260838;124.29509318734355
2024-11-11 00:00:00+00:00;221.4393410096896;186.8339658212659;169.77334842118213;540.8512333322875;422.42337952845287;124.71004153494489
2024-11-12 00:00:00+00:00;221.49460149915197;187.271115085441;170.0415990925294;541.721902124207;422.4186578847892;125.17676882925213
2024-11-13 00:00:00+00:00;221.56639147178632;187.80238025411575;170.24849822917562;542.4798842603614;422.45691449014146;125.59425693585882
2024-11-14 00:00:00+00:00;221.69814612027972;188.27124392685678;170.38912214747938;543.1666186937113;422.52781185559036;126.01318012385543
2024-11-15 00:00:00+00:00;221.7635293654227;188.55517970276756;170.45844644930452;543.3827255926445;422.3623302344942;126.3291610093979
2024-11-18 00:00:00+00:00;221.88741995764127;188.81547311356906;170.58402182757092;543.600889925742;422.2151449600874;126.60264960491492
2024-11-19 00:00:00+00:00;222.014005676882;189.1282360342974;170.76216004546168;543.9472094689049;422.110991868172;127.00655481414232
2024-11-20 00:00:00+00:00;222.15234219813186;189.40054828872343;170.89221631844373;544.3743938265751;421.96344694295135;127.38028529005348
2024-11-21 00:00:00+00:00;222.2784345164354;189.57835931038858;170.8594992723986;544.7450004212067;421.78337858996593;127.76205977640065
2024-11-22 00:00:00+00:00;222.42876244912355;189.7276986332955;170.77455883778117;545.0300502078845;421.6886582218478;128.04281534646108
2024-11-25 00:00:00+00:00;222.63551953165947;189.95982335240333;170.7479337652663;545.4276726859771;421.6312592183443;128.20059396090693
2024-11-26 00:00:00+00:00;222.88154879951955;190.31428230800628;170.7454003266905;545.9843519996675;421.7571746840083;128.37306869905342
2024-11-27 00:00:00+00:00;223.12013184657425;190.6197421730589;170.74687769297816;546.4440680433777;421.7815868731245;128.51084304595878
2024-11-29 00:00:00+00:00;223.40151541062338;190.9617274644765;170.741791114764;546.9960668410181;421.81482260742064;128.70350909486305
2024-12-02 00:00:00+00:00;223.72207938938112;191.3527824991179;170.78611199818528;547.9036698162423;421.9963114862109;128.89988421933822
2024-12-03 00:00:00+00:00;224.09688957764058;191.7901531910444;170.830347488765;549.2055778280803;422.1785629856331;129.12464563466537
2024-12-04 00:00:00+00:00;224.4714065069316;192.31232844789716;170.93449895112394;550.4842798373634;422.4803738854767;129.44158344155937
2024-12-05 00:00:00+00:00;224.83910129463854;192.87149032124094;171.0013405077075;551.6416206856488;422.87917826630263;129.75085896862936
2024-12-06 00:00:00+00:00;225.19555466183164;193.54789642932124;171.11002694306308;553.0699058113042;423.2888976535881;130.00212913640712
